canonical_smiles,molecule_chembl_id,pchembl_value,standard_units,standard_value,units,value,Potency
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H]1CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCN=C(N)N)NC1=O,CHEMBL409793,8.18,nM,6.54,nM,6.54,Active
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SSC[C@H](C(=O)O)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL414494,7.06,nM,86.3,nM,86.3,Active
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)CN1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,CHEMBL2370495,7.75,nM,18.0,nM,18.0,Active
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O,CHEMBL438223,8.16,nM,6.99,nM,6.99,Active
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@@H](CCCN=C(N)N)NC1=O,CHEMBL444626,7.08,nM,82.5,nM,82.5,Active
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NCCNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,CHEMBL2311022,5.10,nM,7997.0,nM,7997.0,Active
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(C(C)C)C(C)C)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL98800,8.30,nM,5.0,nM,5.0,Active
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@]2(N)CCC3C=C(O)C=CC3C2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,CHEMBL310742,5.46,nM,3500.0,nM,3500.0,Active
C[C@@H](c1ccc(O)cc1)[C@@H](N)C(=O)N[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)O)C(C)(C)SSC1(C)C,CHEMBL307614,4.31,nM,49100.0,nM,49100.0,Inactive
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N3CCCCCC3)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL430675,7.89,nM,13.0,nM,13.0,Active
Cc1cc(O)ccc1C[C@H](N)C(=O)N[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)O)C(C)(C)SSC1(C)C,CHEMBL80648,6.37,nM,431.0,nM,431.0,Active
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CCCC)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL102150,7.99,nM,10.2,nM,10.2,Active
COc1cc(C[C@H](N)C(=O)N[C@H]2C(=O)NCC(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](C(=O)O)C(C)(C)SSC2(C)C)ccc1O,CHEMBL309596,,nM,600000.0,nM,600000.0,Inactive
CN(C(=O)c1ccc(Br)cc1Cl)[C@H]1CCCC[C@@]12CCCN2C.Cl,CHEMBL553782,5.05,nM,9000.0,nM,9000.0,Active
CN1CCC[C@@]12CCCC[C@@H]2N(CC1CC1)C(=O)c1ccc(Br)cc1,CHEMBL22569,5.20,nM,6300.0,nM,6300.0,Active
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(C)CC)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL431276,8.10,nM,8.0,nM,8.0,Active
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)c([N+](=O)[O-])c2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,CHEMBL412569,4.05,nM,90000.0,nM,90000.0,Inactive
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N3CCCC3)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL101231,7.58,nM,26.6,nM,26.6,Active
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(C)C)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL316845,7.75,nM,18.0,nM,18.0,Active
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N3CCCCC3)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL98691,7.42,nM,38.0,nM,38.0,Active
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CCC)CCC)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL101316,8.12,nM,7.5,nM,7.5,Active
Cc1cc(O)ccc1C[C@@H](N)C(=O)N[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)O)C(C)(C)SSC1(C)C,CHEMBL77008,5.18,nM,6610.0,nM,6610.0,Active
C[C@@H](c1ccc(O)cc1)[C@H](N)C(=O)N[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)O)C(C)(C)SSC1(C)C,CHEMBL76086,5.14,nM,7180.0,nM,7180.0,Active
C[C@H](c1ccc(O)cc1)[C@H](N)C(=O)N[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)O)C(C)(C)SSC1(C)C,CHEMBL310681,5.47,nM,3400.0,nM,3400.0,Active
CN(C(=O)c1ccc(Br)c(Br)c1)[C@H]1CCCC[C@@]12CCCN2C,CHEMBL279065,5.64,nM,2300.0,nM,2300.0,Active
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)c(I)c2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,CHEMBL80504,4.61,nM,24600.0,nM,24600.0,Inactive
CN1CCC[C@@]12CCCC[C@@H]2NC(=O)Cc1ccc(Cl)c(Cl)c1,CHEMBL25493,5.24,nM,5800.0,nM,5800.0,Active
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,CHEMBL610885,6.61,nM,248.0,nM,248.0,Active
C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)CCC2=O,CHEMBL108406,7.97,nM,10.7,nM,10.7,Active
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,CHEMBL106876,7.71,nM,19.7,nM,19.7,Active
CN1CCC23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,CHEMBL107164,7.29,nM,50.9,nM,50.9,Active
COc1ccc2c3c1O[C@H]1C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,CHEMBL107157,7.27,nM,54.0,nM,54.0,Active
COc1ccc2c3c1O[C@H]1C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,CHEMBL108794,7.34,nM,45.5,nM,45.5,Active
C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)C=CC2=O,CHEMBL106189,7.61,nM,24.7,nM,24.7,Active
COc1ccc2c3c1O[C@@]1(C)C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,CHEMBL413258,6.27,nM,542.0,nM,542.0,Active
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N[C@@]12C=CC(=O)[C@@H]3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,CHEMBL317035,6.97,nM,106.0,nM,106.0,Active
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,CHEMBL611136,7.67,nM,21.2,nM,21.2,Active
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)[C@H]1C5,CHEMBL607068,8.46,nM,3.5,nM,3.5,Active
CN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)C=C[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,CHEMBL110238,8.36,nM,4.35,nM,4.35,Active
COc1ccc2c3c1O[C@@]1(C)C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,CHEMBL110666,6.43,nM,374.0,nM,374.0,Active
C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)CCc1ccc([N+](=O)[O-])cc1)CCC2=O,CHEMBL105827,7.65,nM,22.6,nM,22.6,Active
COc1ccc2c3c1O[C@@]1(C)C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,CHEMBL327111,6.17,nM,672.0,nM,672.0,Active
CN1CCC23c4c5ccc(O)c4O[C@@]2(C)C(=O)C=C[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,CHEMBL323430,7.59,nM,25.9,nM,25.9,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)N(C)C)cc2)CC1,CHEMBL283335,7.35,nM,44.3,nM,44.3,Active
C=CCN1C[C@H](C)N([C@@H](c2ccc(-c3ccccn3)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL611165,7.66,nM,22.0,nM,22.0,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)N(CCC)CCC)cc2)CC1,CHEMBL28337,8.14,nM,7.2,nM,7.2,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(CC3CCc4ccccc4C3)CC2)cc1,CHEMBL27432,8.74,nM,1.8,nM,1.8,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL283520,5.76,nM,1724.0,nM,1724.0,Active
CCCN1CCN(C(c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)CC1,CHEMBL27944,7.94,nM,11.4,nM,11.4,Active
C=CCN1C[C@H](C)N(C(c2ccccc2)c2ccccc2)C[C@H]1C,CHEMBL280801,6.38,nM,420.0,nM,420.0,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N(CCN(C)C)Cc2ccccc2)cc1,CHEMBL28443,7.16,nM,70.0,nM,70.0,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)N(Cc3cccnc3)CC(OCCC)OCCC)cc2)CC1,CHEMBL283466,8.40,nM,4.0,nM,4.0,Active
C=CCN1CCCN(C(c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)CC1,CHEMBL28010,7.89,nM,13.0,nM,13.0,Active
C=CCN1CCN([C@@H](c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)CC1,CHEMBL1169547,8.39,nM,4.1,nM,4.1,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)NCC)cc2)CC1,CHEMBL24568,6.44,nM,360.0,nM,360.0,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CC(C)NC(C)C2)cc1,CHEMBL27578,7.38,nM,42.0,nM,42.0,Active
C=CCN1CCN([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1,CHEMBL2374437,8.13,nM,7.4,nM,7.4,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)O)cc2)CC1,CHEMBL26826,5.09,nM,8097.0,nM,8097.0,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,CHEMBL27161,8.85,nM,1.4,nM,1.4,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(-c3cccnc3)cc2)CC1,CHEMBL24293,6.30,nM,500.0,nM,500.0,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(CCO)CC2)cc1,CHEMBL27779,8.26,nM,5.5,nM,5.5,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(c3ccc(O)cc3)CC2)cc1,CHEMBL416930,8.00,nM,10.0,nM,10.0,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(C3CCCC3)CC2)cc1,CHEMBL281471,8.24,nM,5.8,nM,5.8,Active
CCC(=O)N1c2ccccc2OC[C@H]2CN(CCc3ccccc3)CCC21,CHEMBL2079569,6.96,nM,111.0,nM,111.0,Active
C=CCN1C[C@H](C)N([C@H](c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)C[C@H]1C,CHEMBL611160,8.96,nM,1.1,nM,1.1,Active
CCN(CC)C(=O)c1ccc(C(NCC(C)(C)N)c2ccccc2)cc1,CHEMBL28097,6.92,nM,120.0,nM,120.0,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)OC)cc2)CC1,CHEMBL27934,6.22,nM,607.0,nM,607.0,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(-c3ccccn3)cc2)CC1,CHEMBL281680,6.60,nM,250.0,nM,250.0,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCNC3CCCCC32)cc1,CHEMBL27579,7.54,nM,29.0,nM,29.0,Active
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N(CC)CCN(C)C)cc1,CHEMBL283070,6.07,nM,845.0,nM,845.0,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(-c3cccs3)cc2)CC1,CHEMBL24927,5.58,nM,2600.0,nM,2600.0,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)Nc3ccc(OC)cc3)cc2)CC1,CHEMBL24039,5.72,nM,1904.0,nM,1904.0,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)N(CCC)CC3CC3)cc2)CC1,CHEMBL24569,8.52,nM,3.0,nM,3.0,Active
O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5,CHEMBL14680,7.92,nM,11.9,nM,11.9,Active
C=CCN1C[C@H](C)N([C@@H](c2ccc(C(=S)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL611161,8.28,nM,5.3,nM,5.3,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)OCC)cc2)CC1,CHEMBL286161,5.86,nM,1394.0,nM,1394.0,Active
CCC(=O)N1c2ccccc2OC[C@@H]2CN(CCc3ccccc3)CCC21,CHEMBL2079638,6.41,nM,387.0,nM,387.0,Active
C=CCN1C[C@H](C)N([C@@H](c2ccc(C(=O)O)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL611162,6.35,nM,450.0,nM,450.0,Active
CCN(CC)C(=O)c1ccc([C@H](c2ccccc2)N2C[C@@H](C)N(Cc3ccc4c(c3)OCO4)C[C@@H]2C)cc1,CHEMBL286053,9.27,nM,0.54,nM,0.54,Active
C=CCN1C[C@H](C)N([C@@H](c2ccc(C(=O)OC)cc2)c2cccc(OC)c2)C[C@H]1C,CHEMBL611163,6.62,nM,240.0,nM,240.0,Active
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)N3CCCCC3)cc2)CC1,CHEMBL262634,7.08,nM,82.4,nM,82.4,Active
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCCN)C(N)=O,CHEMBL411338,7.73,nM,18.6,nM,18.6,Active
Oc1ccc2c3c1O[C@H]1[C@H](OC[C@@H]4CO4)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,CHEMBL80434,7.89,nM,13.0,nM,13.0,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SCCSC(C)(C)[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370612,6.14,nM,717.0,nM,717.0,Active
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SCCSC(C)(C)[C@H](C(N)=O)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370610,5.87,nM,1360.0,nM,1360.0,Active
Oc1ccc2c3c1O[C@H]1[C@H](OCCN=S)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,CHEMBL2310843,8.21,nM,6.2,nM,6.2,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSCCSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2112652,7.86,nM,13.9,nM,13.9,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSCCSC(C)(C)[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370611,6.50,nM,319.0,nM,319.0,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SCCSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370629,6.62,nM,242.0,nM,242.0,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSCCSC(C)(C)[C@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370631,5.63,nM,2340.0,nM,2340.0,Active
C=C1C[C@@H](CO[C@@H]2CC[C@@]3(OC(C)=O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)OC1=O,CHEMBL310785,8.11,nM,7.7,nM,7.7,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SCCSC(C)(C)[C@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370622,6.61,nM,245.0,nM,245.0,Active
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SCCSC(C)(C)[C@@H](C(N)=O)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL263509,5.72,nM,1908.0,nM,1908.0,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSCCSC[C@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2111843,5.99,nM,1030.0,nM,1030.0,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSCCSC(C)(C)[C@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370618,7.80,nM,15.9,nM,15.9,Active
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSCCSC(C)(C)[C@@H](C(N)=O)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL414713,5.86,nM,1370.0,nM,1370.0,Active
C=C1C[C@@H](CO[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)OC1=O,CHEMBL80531,7.72,nM,19.0,nM,19.0,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SCCSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370628,5.70,nM,2000.0,nM,2000.0,Active
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,CHEMBL374268,5.76,nM,1740.0,nM,1740.0,Active
C=C1C[C@H](CO[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)OC1=O,CHEMBL78796,8.04,nM,9.1,nM,9.1,Active
C=C1C[C@H](CO[C@@H]2CC[C@@]3(OC(C)=O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)OC1=O,CHEMBL78932,8.14,nM,7.2,nM,7.2,Active
Oc1ccc2c3c1O[C@H]1[C@H](OC[C@H]4CO4)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,CHEMBL311912,7.92,nM,12.0,nM,12.0,Active
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSCCSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370626,6.00,nM,1000.0,nM,1000.0,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SCCSC[C@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2370627,6.63,nM,232.0,nM,232.0,Active
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)SCCSC[C@@H](C(N)=O)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL404929,6.41,nM,390.0,nM,390.0,Active
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSCCSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,CHEMBL2369128,5.66,nM,2190.0,nM,2190.0,Active
CN1C(=O)C2(CCN(CC3CCCCCCC3)CC2)c2ccc(O)cc21,CHEMBL434179,6.52,nM,300.0,uM,0.3,Active
Cc1ccc2c(c1)N(C)C(=O)C21CCN(CC2CCCCCCC2)CC1,CHEMBL199011,5.06,nM,8800.0,uM,8.8,Active
Cc1ccc2c(c1)C1(CCN(CC3CCCCCCC3)CC1)C(=O)N2C,CHEMBL369945,5.03,nM,9400.0,uM,9.4,Active
